DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),ODO (% Sat),ODO (mg/L)
5/13/2021,5:39:25 PM,<None>,,-17.54031 °,-149.89966 °,758.5,65294.8,61229.2,41.04,60786.9,39799,83.3,26.8,26.8,111.3,6.88
5/13/2021,5:39:31 PM,<None>,,-17.54032 °,-149.89964 °,758.5,65288.3,61204.9,41.02,60760.5,39783,83.3,26.8,26.8,112.2,6.93
5/13/2021,5:39:37 PM,<None>,,-17.54034 °,-149.89963 °,758.5,64603.3,60649.1,40.6,60219.3,39422,83.1,26.5,26.5,111.3,6.9
5/13/2021,5:39:38 PM,<None>,,-17.54035 °,-149.89963 °,758.5,64634.7,60678,40.62,60247.9,39441,83.1,26.5,26.5,111.1,6.89
5/13/2021,5:39:42 PM,<None>,,-17.54036 °,-149.89961 °,758.4,64700.4,60712.7,40.65,60279.1,39463,83.2,26.5,26.5,110.8,6.87
5/13/2021,5:39:45 PM,<None>,,-17.54037 °,-149.89960 °,758.5,64856.3,60821,40.73,60382,39534,83.2,26.5,26.5,111.1,6.88
5/13/2021,5:39:48 PM,<None>,,-17.54037 °,-149.89958 °,758.5,64116.4,60166.6,40.23,59737.1,39108,83.2,26.2,26.2,110.6,6.87
5/13/2021,5:39:52 PM,<None>,,-17.54038 °,-149.89958 °,758.5,63107,59281.1,39.56,58865.4,38533,83.1,25.7,25.7,109.2,6.81
5/13/2021,5:39:56 PM,<None>,,-17.54039 °,-149.89957 °,758.5,62580.5,58822,39.22,58413.8,38234,83,25.5,25.5,107.6,6.73
5/13/2021,5:40:02 PM,<None>,,-17.54042 °,-149.89954 °,758.5,63281.7,59391.5,39.65,58968.5,38604,83.2,25.8,25.8,107.3,6.69
5/13/2021,5:40:07 PM,<None>,,-17.54043 °,-149.89952 °,758.5,63475.2,59552.1,39.77,59125.5,38709,83.2,25.8,25.8,107.8,6.71
5/13/2021,5:40:11 PM,<None>,,-17.54044 °,-149.89951 °,758.5,61490.5,57743.5,38.4,57336.3,37533,83.1,24.8,24.8,107.3,6.74
5/13/2021,5:40:21 PM,<None>,,-17.54046 °,-149.89948 °,758.5,61593.2,57929,38.54,57531.2,37654,83,25,25,104.3,6.56
5/13/2021,5:40:26 PM,<None>,,-17.54047 °,-149.89946 °,758.5,58436.3,55077.3,36.41,54713.3,35800,82.7,23.4,23.4,98.6,6.29
5/13/2021,5:40:36 PM,<None>,,-17.54048 °,-149.89949 °,758.5,66631.9,62380,41.92,61916.9,40547,83.4,27.4,27.4,109.8,6.75
5/13/2021,5:40:42 PM,<None>,,-17.54048 °,-149.89948 °,758.5,67405.1,63002.3,42.39,62522.2,40952,83.6,27.7,27.7,106.8,6.53
5/13/2021,5:40:47 PM,<None>,,-17.54049 °,-149.89944 °,758.5,62901.5,58953,39.31,58523.2,38319,83.3,25.5,25.5,102.2,6.49
5/13/2021,5:40:50 PM,<None>,,-17.54049 °,-149.89944 °,758.5,62580.6,58779.1,39.18,58366.1,38206,83.1,25.4,25.4,102.3,6.4
5/13/2021,5:40:55 PM,<None>,,-17.54050 °,-149.89943 °,758.4,63301.7,59489.9,39.72,59075.9,38668,83,25.8,25.8,106.7,6.66
5/13/2021,5:41:10 PM,<None>,,-17.54052 °,-149.89940 °,758.5,68752,64142.3,43.26,63638.8,41692,83.8,-8,-8,112.8,6.86
5/13/2021,5:41:17 PM,<None>,,-17.54054 °,-149.89938 °,758.5,69139,64485.2,43.52,63976.8,41915,83.8,-8,-8,113.5,6.89
5/13/2021,5:41:34 PM,<None>,,-17.54059 °,-149.89935 °,758.5,66135.5,61801.4,41.47,61328.6,40171,83.6,27,27,113.4,6.9
5/13/2021,5:41:38 PM,<None>,,-17.54060 °,-149.89934 °,758.5,44960,41940.4,26.81,41610.6,27261,83.8,16,16,113.6,7.99
5/13/2021,5:41:45 PM,<None>,,-17.54063 °,-149.89931 °,758.5,63309.4,59057.1,39.38,58592.7,38387,83.8,25.4,25.4,113.8,6.96
5/13/2021,5:41:52 PM,<None>,,-17.54065 °,-149.89928 °,758.5,45175.9,42147.9,26.96,41817.2,27396,83.8,16.1,16.1,113.4,8.46
5/13/2021,5:42:04 PM,<None>,,-17.54068 °,-149.89923 °,758.6,69428.7,64779.3,43.75,64271.5,42107,83.8,-8,-8,113.8,6.9
5/13/2021,5:42:07 PM,<None>,,-17.54069 °,-149.89922 °,758.5,69102.3,64467.7,43.51,63961.5,41904,83.8,-8,-8,113.9,6.91
5/13/2021,5:42:11 PM,<None>,,-17.54070 °,-149.89920 °,758.5,69363.2,64699,43.69,64189.5,42054,83.8,-8,-8,113.9,6.91
5/13/2021,5:42:16 PM,<None>,,-17.54071 °,-149.89920 °,758.5,69421.5,64765.8,43.74,64257.3,42098,83.8,-8,-8,113.8,6.9
5/13/2021,5:42:21 PM,<None>,,-17.54072 °,-149.89917 °,758.5,63980,59708.9,39.88,59242.6,38811,83.8,25.8,25.8,113.6,6.96
5/13/2021,5:42:28 PM,<None>,,-17.54074 °,-149.89915 °,758.5,69446.4,64804.8,43.77,64298,42123,83.8,-8,-8,113.4,8.22
5/13/2021,5:42:36 PM,<None>,,-17.54074 °,-149.89911 °,758.5,69397.2,64745.2,43.72,64237.2,42084,83.8,-8,-8,113.1,6.87
5/13/2021,5:42:44 PM,<None>,,-17.54078 °,-149.89909 °,758.5,69207,64586.2,43.6,64081.7,41981,83.8,-8,-8,112.3,6.81
5/13/2021,5:42:50 PM,<None>,,-17.54079 °,-149.89906 °,758.5,69234,64621.1,43.63,64117.5,42004,83.7,-8,-8,112,6.8
5/13/2021,5:42:57 PM,<None>,,-17.54082 °,-149.89906 °,758.5,69188.2,64559.7,43.58,64054.3,41964,83.8,-8,-8,112.1,6.8
5/13/2021,5:43:01 PM,<None>,,-17.54084 °,-149.89906 °,758.5,69329.6,64683.5,43.68,64176.1,42044,83.8,-8,-8,112.1,6.8
5/13/2021,5:43:07 PM,<None>,,-17.54086 °,-149.89905 °,758.5,69414,64756.7,43.73,64248,42092,83.8,-8,-8,111.9,6.78
5/13/2021,5:43:17 PM,<None>,,-17.54090 °,-149.89903 °,758.6,69480.8,64821.7,43.78,64312.9,42134,83.8,-8,-8,110.5,6.69
5/13/2021,5:43:24 PM,<None>,,-17.54093 °,-149.89905 °,758.5,32983.3,30764.2,19.02,30521.8,19997,83.8,10.2,10.2,111.1,6.73
5/13/2021,5:43:25 PM,<None>,,-17.54094 °,-149.89905 °,758.5,54887.9,51196.1,33.51,50792.8,33277,83.8,21,21,111.1,7.72
5/13/2021,5:43:37 PM,<None>,,-17.54096 °,-149.89905 °,758.5,69516.9,64842.3,43.8,64331.7,42148,83.8,-8,-8,112,6.79
5/13/2021,5:43:44 PM,<None>,,-17.54098 °,-149.89905 °,758.5,69506.8,64835.7,43.79,64325.5,42143,83.8,-8,-8,112.8,6.83
5/13/2021,5:43:50 PM,<None>,,-17.54099 °,-149.89906 °,758.5,69555.9,64887.8,43.83,64378,42177,83.8,-8,-8,113.3,6.87
5/13/2021,5:43:55 PM,<None>,,-17.54101 °,-149.89905 °,758.5,69490.4,64810.4,43.77,64299.1,42127,83.8,-8,-8,113.4,7.03
5/13/2021,5:44:00 PM,<None>,,-17.54102 °,-149.89902 °,758.5,69535.6,64842.9,43.8,64330.3,42148,83.8,-8,-8,113.3,6.86
5/13/2021,5:44:08 PM,<None>,,-17.54104 °,-149.89902 °,758.5,68586.5,63963.2,43.12,63458.1,41576,83.8,-8,-8,113.6,6.95
5/13/2021,5:44:18 PM,<None>,,-17.54105 °,-149.89899 °,758.5,69562.5,64869.9,43.82,64357.2,42165,83.8,-8,-8,112.7,6.82
5/13/2021,5:44:34 PM,<None>,,-17.54105 °,-149.89897 °,758.5,69292.6,64597.5,43.61,64084.4,41988,83.9,-8,-8,114.1,6.92
5/13/2021,5:44:43 PM,<None>,,-17.54104 °,-149.89897 °,758.5,30991.7,28896.3,17.75,28667.3,18783,83.8,9.2,9.2,114,7.66
5/13/2021,5:44:48 PM,<None>,,-17.54102 °,-149.89897 °,758.5,69516.7,64834.9,43.79,64323.4,42143,83.8,-8,-8,113.9,6.9
5/13/2021,5:45:19 PM,<None>,,-17.54101 °,-149.89894 °,758.4,69493.3,64812.7,43.78,64301.4,42128,83.8,-8,-8,111,6.73
5/13/2021,5:45:23 PM,<None>,,-17.54100 °,-149.89894 °,758.5,69348.4,64677.3,43.67,64167,42040,83.8,-8,-8,110.9,6.73
5/13/2021,5:45:27 PM,<None>,,-17.54100 °,-149.89894 °,758.5,69348.3,64676.8,43.67,64166.5,42040,83.8,-8,-8,110.9,6.72
5/13/2021,5:45:47 PM,<None>,,-17.54105 °,-149.89894 °,758.5,69525.3,65004.1,43.93,64511.1,42253,83.6,-8,-8,111,6.74
5/13/2021,5:45:48 PM,<None>,,-17.54105 °,-149.89894 °,758.5,69525,64970.8,43.9,64474.1,42231,83.6,-8,-8,111.7,6.77
5/13/2021,5:45:56 PM,<None>,,-17.54106 °,-149.89894 °,758.5,69553.8,64857,43.81,64343.8,42157,83.8,-8,-8,113,6.85
5/13/2021,5:46:24 PM,<None>,,-17.54109 °,-149.89891 °,758.5,1888.8,1762.4,0.89,1748.6,1146,83.8,-3.3,-3.3,110.5,8.49
5/13/2021,5:46:30 PM,<None>,,-17.54109 °,-149.89888 °,758.5,7478.1,6980.5,3.81,6926.2,4537,83.7,-1.1,-1.1,113.5,8.09
5/13/2021,5:46:35 PM,<None>,,-17.54111 °,-149.89886 °,758.5,69428.7,64774.1,43.75,64265.7,42103,83.8,-8,-8,113.4,7.04
5/13/2021,5:46:39 PM,<None>,,-17.54110 °,-149.89885 °,758.5,69374.9,64697.9,43.69,64187,42054,83.8,-8,-8,113.9,6.9
5/13/2021,5:46:43 PM,<None>,,-17.54110 °,-149.89882 °,758.5,69427.3,64742.1,43.72,64230.3,42082,83.8,-8,-8,112.7,6.83
5/13/2021,5:49:19 PM,<None>,,-17.54113 °,-149.89868 °,758.5,69459.1,64812.3,43.78,64304.9,42128,83.8,-8,-8,112.5,6.82
5/13/2021,5:49:26 PM,<None>,,-17.54113 °,-149.89867 °,758.5,49435.8,46146.5,29.83,45787.4,29995,83.7,18.3,18.3,112.7,6.97
5/13/2021,5:49:33 PM,<None>,,-17.54113 °,-149.89864 °,758.5,69349.8,64762.4,43.74,64261.8,42096,83.7,-8,-8,112.7,6.84
5/13/2021,5:49:38 PM,<None>,,-17.54114 °,-149.89862 °,758.5,69387.2,64791.8,43.76,64290.2,42115,83.7,-8,-8,112.7,6.84
5/13/2021,5:49:39 PM,<None>,,-17.54114 °,-149.89862 °,758.5,69391.1,64792.6,43.76,64290.6,42115,83.7,-8,-8,112.7,6.84
5/13/2021,5:49:49 PM,<None>,,-17.54114 °,-149.89861 °,758.5,64894.3,60552.9,40.52,60078.8,39359,83.8,26.3,26.3,113,6.85
5/13/2021,5:49:59 PM,<None>,,-17.54117 °,-149.89861 °,758.6,19545,18243.6,10.74,18101.5,11858,83.7,4,4,112.7,6.84
5/13/2021,5:50:02 PM,<None>,,-17.54117 °,-149.89861 °,758.6,69466.3,64848.4,43.81,64344.3,42151,83.7,-8,-8,111.6,6.82
5/13/2021,5:50:12 PM,<None>,,-17.54116 °,-149.89857 °,758.5,38755.4,36155.9,22.74,35872,23501,83.8,13,13,113.5,6.88
5/13/2021,5:50:17 PM,<None>,,-17.54116 °,-149.89856 °,758.5,48418.9,45183.4,29.13,44830.1,29369,83.8,17.7,17.7,114.1,6.93
5/13/2021,5:50:26 PM,<None>,,-17.54116 °,-149.89854 °,758.6,69272.4,64783.1,43.76,64293.6,42109,83.5,-8,-8,110.3,6.71
5/13/2021,5:50:28 PM,<None>,,-17.54115 °,-149.89854 °,758.5,69337.5,64855.3,43.81,64366.7,42156,83.5,-8,-8,110.8,6.73
5/13/2021,5:50:35 PM,<None>,,-17.54114 °,-149.89853 °,758.6,69374.3,64785.2,43.76,64284.4,42110,83.7,-8,-8,111,6.74
5/13/2021,5:50:35 PM,<None>,,-17.54114 °,-149.89853 °,758.6,69377.7,64782.1,43.75,64280.5,42108,83.7,-8,-8,111,6.73
5/13/2021,5:50:44 PM,<None>,,-17.54113 °,-149.89853 °,758.6,69403,64781.6,43.75,64277.1,42108,83.7,-8,-8,110.2,6.68
5/13/2021,5:50:49 PM,<None>,,-17.54111 °,-149.89851 °,758.6,69397.2,64771.2,43.75,64266.1,42101,83.7,-8,-8,109.9,6.66
5/13/2021,5:51:01 PM,<None>,,-17.54110 °,-149.89850 °,758.5,69359.3,64736.1,43.72,64231.3,42078,83.7,-8,-8,111,6.73
5/13/2021,5:51:02 PM,<None>,,-17.54110 °,-149.89850 °,758.5,69361.7,64736.3,43.72,64231.2,42079,83.7,-8,-8,111.1,6.74
5/13/2021,5:51:09 PM,<None>,,-17.54110 °,-149.89848 °,758.5,69350,64705.4,43.69,64198.2,42059,83.8,-8,-8,112,6.79
5/13/2021,5:51:24 PM,<None>,,-17.54107 °,-149.89850 °,758.5,69281.1,64648.4,43.65,64142.5,42021,83.8,-8,-8,112.5,6.91
5/13/2021,5:51:30 PM,<None>,,-17.54106 °,-149.89850 °,758.6,69320.4,64666.2,43.66,64157.9,42033,83.8,-8,-8,113.4,6.88
5/13/2021,5:51:37 PM,<None>,,-17.54106 °,-149.89850 °,758.5,69322.9,64650.8,43.65,64140.4,42023,83.8,-8,-8,114.6,6.95
5/13/2021,5:51:47 PM,<None>,,-17.54107 °,-149.89850 °,758.6,69335.3,64649.9,43.65,64138,42022,83.8,-8,-8,114.7,6.95
5/13/2021,5:51:48 PM,<None>,,-17.54107 °,-149.89850 °,758.5,69335.7,64649.9,43.65,64137.9,42022,83.8,-8,-8,114.7,6.95
5/13/2021,5:51:55 PM,<None>,,-17.54107 °,-149.89848 °,758.5,69340.2,64650.7,43.65,64138.3,42023,83.8,-8,-8,114.5,6.94
5/13/2021,5:51:55 PM,<None>,,-17.54107 °,-149.89848 °,758.5,69340.6,64651.1,43.65,64138.7,42023,83.8,-8,-8,114.5,6.94
5/13/2021,5:52:00 PM,<None>,,-17.54108 °,-149.89848 °,758.5,69357.4,64666,43.66,64153.4,42033,83.8,-8,-8,114.4,6.93
5/13/2021,5:52:07 PM,<None>,,-17.54109 °,-149.89847 °,758.5,69384.9,64696.2,43.69,64183.9,42053,83.8,-8,-8,113.1,6.86
5/13/2021,5:52:08 PM,<None>,,-17.54109 °,-149.89847 °,758.5,69385.2,64697.1,43.69,64184.9,42053,83.8,-8,-8,113,6.85
5/13/2021,5:52:16 PM,<None>,,-17.54110 °,-149.89848 °,758.5,69315.5,64640.6,43.64,64129.8,42016,83.8,-8,-8,112.4,6.81
5/13/2021,5:52:16 PM,<None>,,-17.54110 °,-149.89848 °,758.5,69330.7,64655.4,43.65,64144.7,42026,83.8,-8,-8,112.3,6.81
5/13/2021,5:52:26 PM,<None>,,-17.54110 °,-149.89847 °,758.5,69423.5,64783.2,43.75,64276.4,42109,83.8,-8,-8,111.2,6.74
5/13/2021,5:52:26 PM,<None>,,-17.54110 °,-149.89847 °,758.5,69421.6,64781.4,43.75,64274.7,42108,83.8,-8,-8,111.1,6.74
5/13/2021,5:52:30 PM,<None>,,-17.54109 °,-149.89845 °,758.5,69234.1,64632.8,43.64,64130.5,42011,83.7,-8,-8,110.7,6.72
5/13/2021,5:52:43 PM,<None>,,-17.54110 °,-149.89842 °,758.5,69421,65059.6,43.98,64584.9,42289,83.3,-8,-8,107,6.51
5/13/2021,5:52:57 PM,<None>,,-17.54110 °,-149.89839 °,758.4,69310,64706.9,43.7,64204.4,42059,83.7,-8,-8,113.1,6.86
5/13/2021,5:53:09 PM,<None>,,-17.54109 °,-149.89838 °,758.5,69224.2,64615.4,43.63,64112.2,42000,83.7,-8,-8,114.4,6.94
5/13/2021,5:53:19 PM,<None>,,-17.54110 °,-149.89835 °,758.5,69216.7,64610.5,43.62,64107.6,41997,83.7,-8,-8,115.1,6.99
5/13/2021,5:53:20 PM,<None>,,-17.54110 °,-149.89835 °,758.5,69221.3,64612.3,43.62,64109.2,41998,83.7,-8,-8,115.1,6.99
5/13/2021,5:53:27 PM,<None>,,-17.54110 °,-149.89833 °,758.5,69245.1,64627.5,43.63,64123.3,42008,83.7,-8,-8,114.4,6.94
5/13/2021,5:53:35 PM,<None>,,-17.54111 °,-149.89830 °,758.5,69243.5,64639.9,43.64,64137.4,42016,83.7,-8,-8,113.3,6.88
5/13/2021,5:53:42 PM,<None>,,-17.54111 °,-149.89828 °,758.5,69288.8,64664.8,43.66,64159.9,42032,83.7,-8,-8,113,6.86
5/13/2021,5:53:49 PM,<None>,,-17.54111 °,-149.89825 °,758.5,69299.7,64659.9,43.66,64153.2,42029,83.8,-8,-8,112.3,6.81
5/13/2021,5:53:59 PM,<None>,,-17.54111 °,-149.89822 °,758.5,69182.5,64534.7,43.56,64027.1,41948,83.8,-8,-8,115.3,6.99
5/13/2021,5:54:08 PM,<None>,,-17.54112 °,-149.89821 °,758.6,69138.5,64495.6,43.53,63988.5,41922,83.8,-8,-8,116.5,7.07
5/13/2021,5:54:13 PM,<None>,,-17.54113 °,-149.89819 °,758.6,69007.3,64372.2,43.44,63865.9,41842,83.8,-8,-8,117,7.99
5/13/2021,5:54:14 PM,<None>,,-17.54113 °,-149.89819 °,758.5,69053.1,64416.7,43.47,63910.3,41871,83.8,-8,-8,117,7.1
5/13/2021,5:54:18 PM,<None>,,-17.54113 °,-149.89818 °,758.6,69129.5,64489.6,43.53,63982.8,41918,83.8,-8,-8,117.1,7.11
5/13/2021,5:54:23 PM,<None>,,-17.54115 °,-149.89816 °,758.5,69071.7,64427.2,43.48,63919.9,41878,83.8,-8,-8,117.5,7.13
5/13/2021,5:54:28 PM,<None>,,-17.54115 °,-149.89815 °,758.6,68929.1,64311.9,43.39,63807.7,41803,83.8,-8,-8,117.7,7.14
5/13/2021,5:54:31 PM,<None>,,-17.54116 °,-149.89813 °,758.5,68718.3,64125.7,43.25,63624.3,41682,83.8,-8,-8,117.7,7.16
5/13/2021,5:55:12 PM,<None>,,-17.54121 °,-149.89807 °,758.5,68383.6,63877.6,43.06,63385.9,41520,83.6,-8,-8,116.9,7.49
5/13/2021,5:55:22 PM,<None>,,-17.54123 °,-149.89804 °,758.5,65774.9,61385,41.15,60905.7,39900,83.7,26.8,26.8,117.3,7.12
5/13/2021,5:55:22 PM,<None>,,-17.54123 °,-149.89804 °,758.5,51569.2,48126.2,31.27,47750.3,31282,83.8,19.4,19.4,117.3,7.23
5/13/2021,5:55:35 PM,<None>,,-17.54125 °,-149.89799 °,758.6,68676,64133.8,43.26,63638.1,41687,83.7,-8,-8,116.5,7.09
5/13/2021,5:55:44 PM,<None>,,-17.54127 °,-149.89798 °,758.5,68861.7,64228.2,43.33,63722.1,41748,83.8,-8,-8,117.4,7.13
5/13/2021,5:55:51 PM,<None>,,-17.54129 °,-149.89796 °,758.5,17987.5,16793.3,9.81,16663,10916,83.7,3.3,3.3,116.3,7.91
5/13/2021,5:55:58 PM,<None>,,-17.54130 °,-149.89793 °,758.5,12019.9,11230.4,6.35,11144.2,7300,83.6,0.8,0.8,115.2,7.3
5/13/2021,5:56:09 PM,<None>,,-17.54130 °,-149.89789 °,758.5,66934.2,62486.7,41.99,62001.2,40616,83.7,27.4,27.4,117,7.15
5/13/2021,5:56:17 PM,<None>,,-17.54130 °,-149.89789 °,758.5,68512,64069.6,43.21,63585.3,41645,83.5,-8,-8,113.4,6.91
5/13/2021,5:56:25 PM,<None>,,-17.54133 °,-149.89787 °,758.5,67669.5,63204.4,42.54,62717.2,41083,83.7,27.8,27.8,114.2,6.97
5/13/2021,5:56:30 PM,<None>,,-17.54134 °,-149.89787 °,758.5,67428.8,63116,42.48,62646.2,41025,83.4,27.8,27.8,106.9,6.55
5/13/2021,5:56:43 PM,<None>,,-17.54134 °,-149.89784 °,758.5,66405.1,62042.7,41.65,61566.8,40328,83.6,27.2,27.2,114.4,7.3
5/13/2021,5:56:50 PM,<None>,,-17.54135 °,-149.89783 °,758.5,68999.1,64478.2,43.52,63985.1,41911,83.6,-8,-8,117.7,7.16
5/13/2021,5:56:59 PM,<None>,,-17.54136 °,-149.89781 °,758.5,69349.1,64661.7,43.66,64149.5,42030,83.8,-8,-8,118.8,9.03
5/13/2021,5:57:03 PM,<None>,,-17.54136 °,-149.89780 °,758.6,28080.6,26184.5,15.93,25977.3,17020,83.8,7.9,7.9,118.7,7.2
5/13/2021,5:57:09 PM,<None>,,-17.54137 °,-149.89778 °,758.5,69255.1,64573.7,43.59,64062.1,41973,83.8,-8,-8,118.7,7.2
5/13/2021,5:57:15 PM,<None>,,-17.54138 °,-149.89777 °,758.5,69367.9,64661,43.66,64146.6,42030,83.9,-8,-8,119.2,7.22
5/13/2021,5:57:31 PM,<None>,,-17.54139 °,-149.89772 °,758.5,69377.9,64673.2,43.67,64159.1,42038,83.9,-8,-8,115.9,7.02
